trip_id,medallion_id,driver_name,driver_experience_years,vendor_name,vehicle_type,pickup_datetime,dropoff_datetime,trip_duration,pickup_latitude,pickup_longitude,dropoff_latitude,dropoff_longitude,trip_distance,pickup_borough,dropoff_borough,passenger_count,rate_code,payment_type,store_and_fwd_flag,weather_condition,temperature_f,precipitation_in,wind_speed_mph,traffic_index,is_holiday,tolls_amount,extra_surcharge,mta_tax,improvement_surcharge,congestion_surcharge,tip_amount,total_amount,trip_rating,fare_amount
NYC-2023-403622,1626-H24,Driver 547,13.6,CMT,Sedan,2023-07-13 13:28:00,2023-07-13 14:21:00,53m,40.751092,-73.981978,40.64808,-73.793444,16.98,Manhattan,Queens,1.0,,Credit Card,N,Rain,76.0,0.23,10.5,6.1,0,0.0,0.0,0.5,0.3,2.5,9.5,$78.51,5.0,65.71
NYC-2023-402109,4123-D42,Driver 1788,7.4,CMT,Sedan,2023-01-31 21:06:00,2023-01-31 21:36:00,30m,40.766121,-73.963269,40.687772,-74.003582,8.06,Manhattan,Manhattan,1.0,1,Cash,N,Snow,32.0,0.2,14.5,7.1,0,0.0,1.0,0.5,0.3,,0.0,$42.92,3.0,41.12
NYC-2023-400031,3093-C74,Driver 1128,11.7,cmt,Sedan,2023-09-29 12:04:00,2023-09-29 12:29:00,25m,40.683899,-73.970423,40.770039,-73.982641,14.44,Brooklyn,Manhattan,5.0,,CSH,N,Clear,57.0,0.0,13.3,5.1,0,0.0,0.0,0.5,0.3,2.5,0.0,$51.46,4.0,48.16
NYC-2023-403470,2294-B63,Driver 1016,11.9,VTS,Sedan,2023-10-17 01:23:00,2023-10-17 01:57:00,34m,40.698246,-74.007275,40.681243,-74.165593,12.81,Manhattan,New Jersey,1.0,3,Cash,N,Clear,55.0,0.0,7.5,4.7,0,16.36,1.0,0.5,0.3,2.5,0.0,$111.72,4.0,91.06
NYC-2023-404811,4987-G47,Driver 1558,2.9,VTS,Sedan,2023-01-21 07:15:00,2023-01-21 07:45:00,30m,40.786918,-73.846463,40.697008,-73.963423,16.64,Queens,Brooklyn,3.0,5,Credit Card,N,Rain,28.0,0.23,6.6,5.8,0,0.0,0.0,0.5,0.3,,11.69,$81.13,5.0,68.64
NYC-2023-400143,6410-E85,Driver 361,3.6,VTS,Sedan,2023-10-17 00:58:00,2023-10-17 01:15:00,17m,40.70737,-74.004895,40.749872,-73.994647,7.02,Manhattan,Manhattan,1.0,,CRD,N,Rain,57.0,0.16,3.7,6.0,0,4.07,1.0,0.5,0.3,2.5,4.19,$34.39,4.0,21.83
NYC-2023-402866,4589-A42,Driver 565,8.8,VTS,SUV,2023-06-21 09:47:00,2023-06-21 10:11:00,24m,40.706176,-74.005406,40.759538,-73.917228,8.56,Manhattan,Queens,1.0,,CSH,N,Clear,86.0,0.0,11.0,5.4,0,0.0,2.5,0.5,0.3,2.5,0.0,$40.44,4.0,34.64
NYC-2023-404675,3813-D43,Driver 1056,4.9,CMT,SUV,2023-01-01 07:53:00,2023-01-01 08:30:00,37m,40.820126,-73.940535,40.704253,-73.985245,12.4,Manhattan,Manhattan,1.0,,Cash,N,Clear,23.0,0.0,5.2,6.3,1,5.26,0.0,0.5,0.3,,0.0,$62.36,4.0,56.3
NYC-2023-403395,8738-C70,Driver 970,8.8,VTS,Sedan,2023-12-22 13:56:00,2023-12-22 14:49:00,,40.66146,-74.198453,40.781571,-73.946475,31.27,New Jersey,Manhattan,3.0,3,Credit Card,N,RAIN,24.0,0.15,9.4,5.1,0,15.78,0.0,0.5,0.3,2.5,21.95,$124.37,4.0,83.34
NYC-2023-403497,2307-A80,Driver 1242,11.7,CMT,Minivan,2023-08-19 10:37:00,2023-08-19 11:24:00,47m,40.638077,-73.779666,40.753922,-73.98904,17.49,Queens,Manhattan,2.0,JFK Flat Fare,CRD,N,Clear,86.0,0.0,7.2,4.9,0,0.0,0.0,0.5,0.3,2.5,15.38,$92.27,4.0,73.59
NYC-2023-401986,3101-A61,Driver 888,8.6,CMT,Sedan,2023-01-21 08:16:00,2023-01-21 08:38:00,22m,40.758364,-73.97406,40.693506,-73.98894,5.47,Manhattan,Brooklyn,1.0,1,Credit Card,N,Snow,26.0,0.32,12.3,7.6,0,0.0,0.0,0.5,0.3,,5.15,$31.14,4.0,25.19
NYC-2023-404692,9528-D59,Driver 1704,11.2,VTS,Sedan,2023-10-22 15:35:00,2023-10-22 15:41:00,6m,40.754186,-73.979811,40.763689,-73.958323,1.86,Manhattan,Manhattan,1.0,,Credit Card,N,Clear,68.0,0.0,6.4,4.7,0,0.0,0.0,0.5,0.3,2.5,2.15,$15.87,5.0,10.42
NYC-2023-400057,2406-B72,Driver 1282,1.1,CMT,Sedan,2023-04-18 12:20:00,2023-04-18 13:20:00,1h 0m,40.822087,-73.907267,40.642854,-73.769419,19.16,Bronx,Queens,0.0,1,Credit Card,N,RAIN,73.0,0.1,4.3,7.3,0,0.0,0.0,0.5,0.3,2.5,21.85,$99.81,5.0,74.66
NYC-2023-401448,2180-E38,Driver 13,10.7,VTS,Sedan,2023-08-01 22:49:00,2023-08-01 23:13:00,24m,40.786606,-73.956731,40.741364,-73.985819,8.29,Manhattan,Manhattan,2.0,Negotiated,Credit Card,N,Clear,87.0,0.0,3.3,5.1,0,5.54,1.0,0.5,0.3,2.5,6.43,$38.93,5.0,22.66
NYC-2023-404824,7694-D59,Driver 83,7.0,VTS,Sedan,2023-05-16 11:12:00,2023-05-16 11:21:00,9m,40.793304,-73.879191,40.820981,-73.889377,2.47,Queens,Bronx,1.0,Standard Rate,Credit Card,N,Rain,57.0,0.53,12.5,5.5,0,0.0,0.0,0.5,0.3,2.5,3.88,$20.71,4.0,13.53
NYC-2023-400093,5729-H29,Driver 9,6.5,CMT,Sedan,2023-06-06 04:14:00,2023-06-06 04:54:00,40m,40.760294,-74.002895,40.696433,-74.186139,24.33,Manhattan,New Jersey,6.0,,CRD,N,Clear,72.0,0.0,13.6,2.2,0,15.47,1.0,0.5,0.3,2.5,26.86,$137.49,5.0,90.86
NYC-2023-401556,5372-D49,Driver 339,6.4,VTS,Minivan,2023-09-06 02:17:00,2023-09-06 02:53:00,36m,40.823025,-73.913387,0.0,0.0,14.07,Bronx,Brooklyn,1.0,1,Credit Card,N,Clear,75.0,0.0,6.2,2.8,0,0.0,1.0,0.5,0.3,2.5,16.76,$77.25,4.0,56.19
NYC-2023-402242,2641-D19,Driver 1276,1.1,VTS,SUV,2023-05-24 05:57:00,2023-05-24 06:15:00,18m,40.79984,-73.889773,40.775687,-73.969046,9.21,Bronx,Manhattan,1.0,,Credit Card,N,Clear,57.0,0.0,16.5,2.3,0,4.47,1.0,0.5,0.3,2.5,5.58,$41.69,5.0,27.34
NYC-2023-403859,1910-F15,Driver 789,10.6,VTS,Sedan,2023-11-01 15:01:00,2023-11-01 15:30:00,29m,40.747732,-73.903262,40.713006,-74.014464,8.1,Queens,Manhattan,3.0,,Credit Card,N,Rain,61.0,0.18,1.2,6.8,0,0.0,0.0,0.5,0.3,2.5,6.29,$40.30,4.0,30.71
NYC-2023-401049,9058-G38,Driver 600,4.5,VTS,Minivan,2023-11-20 17:06:00,2023-11-20 18:21:00,1h 15m,40.600741,-74.144801,40.753171,-73.983605,29.26,Staten Island,Manhattan,2.0,,Credit Card,N,Clear,58.0,0.0,26.4,8.5,0,7.84,2.5,0.5,0.3,2.5,31.32,$191.15,5.0,146.19
NYC-2023-401046,9954-B60,Driver 660,17.5,VTS,Sedan,2023-05-13 16:20:00,2023-05-13 16:40:00,20m,40.712996,-74.036103,40.766309,-73.9824,6.76,Manhattan,Manhattan,2.0,,CRD,N,,54.0,0.0,7.8,6.4,0,0.0,0.0,0.5,0.3,2.5,8.2,$37.79,5.0,26.29
NYC-2023-400821,7232-B17,Driver 666,4.8,CMT,Sedan,2023-11-29 16:49:00,2023-11-29 17:16:00,27m,40.743591,-73.963789,40.688108,-74.009768,6.77,Manhattan,Brooklyn,1.0,1,Credit Card,N,Fog,58.0,0.01,4.0,6.4,0,0.0,2.5,0.5,0.3,2.5,4.82,$41.81,4.0,31.19
NYC-2023-400575,2983-E53,Driver 119,3.7,CMT,Sedan,2023-10-13 14:57:00,2023-10-13 15:26:00,29m,40.77962,-73.928778,40.723643,-73.97333,6.36,Queens,Manhattan,3.0,Standard Rate,Credit Card,N,Rain,55.0,0.32,6.7,,0,0.0,0.0,0.5,0.3,2.5,8.97,$44.76,3.0,32.49
NYC-2023-403855,2956-C95,Driver 520,11.2,Verifone,Minivan,2023-10-05 03:50:00,2023-10-05 04:23:00,33m,40.642242,-73.786044,40.71818,-73.949242,12.33,Queens,Brooklyn,1.0,1,Credit Card,N,Clear,47.0,0.0,8.1,3.7,0,0.0,1.0,0.5,0.3,2.5,9.47,$62.14,4.0,48.37
NYC-2023-404373,8954-D62,Driver 274,3.5,VTS,Sedan,2023-05-18 13:17:00,2023-05-18 13:38:00,21m,40.759684,-73.943061,40.718582,-74.002015,6.32,Queens,Manhattan,,1,Dispute,N,Clear,19.0,0.0,3.9,2.3,0,0.0,0.0,0.5,0.3,2.5,0.0,$27.69,4.0,24.39
NYC-2023-402836,3650-A97,Driver 923,15.1,Verifone,Sedan,2023-09-05 08:51:00,2023-09-05 10:00:00,1h 9m,40.759856,-73.981295,40.631639,-73.771747,19.88,Manhattan,Queens,1.0,,Credit Card,N,Clear,57.0,0.0,1.5,8.3,0,0.0,2.5,0.5,0.3,2.5,20.27,$94.20,4.0,68.13
NYC-2023-402779,2506-F16,Driver 1487,4.6,VTS,Sedan,2023-12-30 14:37:00,2023-12-30 15:28:00,51m,40.69394,-73.983846,40.648719,-73.756044,17.16,Brooklyn,Queens,1.0,1,Credit Card,N,Snow,43.0,0.52,15.7,6.2,0,0.0,0.0,0.5,0.3,2.5,13.03,$90.42,4.0,74.09
NYC-2023-403743,6247-F22,Driver 503,4.6,CMT,SUV,2023-10-16 23:12:00,2023-10-16 23:35:00,23m,40.722098,-74.027863,40.767148,-73.936927,7.9,Manhattan,Manhattan,1.0,1,Cash,Y,Clear,55.0,0.0,6.4,5.1,0,0.0,1.0,0.5,0.3,2.5,0.0,$38.02,5.0,33.72
NYC-2023-400492,4022-H52,Driver 1594,2.7,VTS,Sedan,27/05/2023 15:40,2023-05-27 16:18:00,38m,40.749209,-73.99853,40.6491,-73.793073,16.22,Manhattan,Queens,1.0,,Credit Card,N,Clear,60.0,0.0,8.7,2.6,0,0.0,0.0,0.5,0.3,2.5,18.38,$90.35,4.0,68.67
NYC-2023-403238,2641-C92,Driver 297,2.7,CMT,Minivan,2023-01-10 07:15:00,2023-01-10 08:34:00,1h 19m,40.641385,-73.775797,40.759781,-73.99384,18.86,Queens,Manhattan,1.0,2,Cash,N,clear,39.0,0.0,7.3,8.8,0,0.0,2.5,0.5,0.3,,0.0,$70.63,5.0,67.33
NYC-2023-401328,5515-D97,Driver 922,4.0,CMT,Sedan,2023-09-03 14:17:00,2023-09-03 15:06:00,49m,40.779237,-73.941743,40.636597,-73.80673,18.27,Manhattan,Queens,1.0,2,Credit Card,N,Rain,70.0,0.2,15.8,5.9,0,0.0,0.0,0.5,0.3,2.5,11.93,$85.19,5.0,69.96
NYC-2023-400691,9770-A90,Driver 1364,5.0,VTS,Minivan,2023-10-28 14:24:00,2023-10-28 14:52:00,28m,40.738786,-73.990963,40.754407,-73.818608,11.08,Manhattan,Queens,1.0,Standard Rate,Credit Card,N,,55.0,0.0,2.9,4.0,0,0.0,0.0,0.5,0.3,2.5,12.63,$63.51,5.0,47.58
NYC-2023-404507,6432-D84,Driver 1734,15.5,vts ,SUV,2023-08-22 08:40:00,2023-08-22 08:51:00,11m,40.707363,-74.011089,40.686948,-73.978003,3.09,Manhattan,Brooklyn,1.0,,Cash,N,Fog,88.0,0.03,7.1,5.9,0,6.15,2.5,0.5,0.3,2.5,0.0,$28.31,4.0,16.36
NYC-2023-401443,2001-E13,Driver 1021,13.4,VTS,Sedan,2023-09-04 04:59:00,2023-09-04 05:39:00,40m,40.69623,-73.995532,40.664078,-73.773751,17.38,Brooklyn,Queens,1.0,1,No Charge,N,Rain,63.0,0.05,6.3,3.0,1,0.0,1.0,0.5,0.3,2.5,0.0,$68.76,4.0,64.46
NYC-2023-401343,5624-F61,Driver 743,6.8,Verifone,SUV,2023-06-20 21:33:00,2023-06-20 22:04:00,31m,40.795984,-73.969196,40.751732,-73.82657,10.92,Manhattan,Queens,1.0,,Credit Card,N,Clear,75.0,0.0,5.2,5.6,0,0.0,1.0,0.5,0.3,2.5,9.48,$68.08,4.0,54.3
NYC-2023-403996,6089-E89,Driver 965,6.0,VTS,Sedan,2023-01-31 04:45:00,2023-01-31 05:08:00,23m,40.815702,-73.888922,40.762345,-73.976085,8.69,Bronx,Manhattan,1.0,,Credit Card,N,Clear,36.0,0.0,9.7,2.0,0,0.0,1.0,0.5,0.3,,5.4,$41.95,4.0,34.75
NYC-2023-403903,4117-H71,Driver 1447,7.4,CMT,SUV,2023-01-13 02:59:00,2023-01-13 03:39:00,40m,40.767833,-73.986329,40.627231,-73.776571,17.44,Manhattan,Queens,3.0,2,Credit Card,N,Clear,29.0,0.0,3.3,2.9,0,0.0,1.0,0.5,0.3,,18.96,$92.20,4.0,71.44
NYC-2023-402323,4236-F73,Driver 513,0.7,VTS,Sedan,2023-03-19 20:01:00,2023-03-19 20:24:00,23m,40.692853,-73.989578,40.756889,-73.900749,9.38,Brooklyn,Queens,1.0,,Cash,N,Clear,66.0,,7.3,4.9,0,0.0,1.0,0.5,0.3,,0.0,$37.31,5.0,35.51
NYC-2023-401296,5008-A31,Driver 542,4.3,CMT,Sedan,2023-05-29 14:10:00,2023-05-29 15:19:00,1h 9m,40.757048,-73.995923,40.573274,-74.163935,22.56,Manhattan,Staten Island,2.0,,Credit Card,N,Rain,64.0,0.39,9.7,5.0,1,7.09,0.0,0.5,0.3,2.5,18.12,$201.03,5.0,172.52
NYC-2023-403109,6906-F23,Driver 1589,11.0,CMT,Hybrid,2023-02-19 22:21:00,2023-02-19 22:43:00,22m,40.815287,-73.940647,40.778625,-73.989388,5.17,Manhattan,Manhattan,1.0,,Credit Card,N,Clear,31.0,0.0,0.4,8.4,0,7.18,1.0,0.5,0.3,,3.46,$36.18,3.0,23.74
NYC-2023-403406,3174-E46,Driver 688,15.7,VTS,SUV,2023-05-22 07:38:00,2023-05-22 08:32:00,54m,40.838404,-73.905368,40.696323,-73.980603,15.76,Bronx,Brooklyn,4.0,1,Credit Card,N,Rain,63.0,0.21,5.6,7.2,0,0.0,2.5,0.5,0.3,2.5,19.51,$102.03,4.0,76.72
NYC-2023-400175,2766-C83,Driver 1067,2.9,vts ,Hybrid,2023-04-21 01:46:00,2023-04-21 02:02:00,,40.766887,-73.977477,40.816559,-73.94639,7.42,Manhattan,Manhattan,,,Credit Card,,Clear,60.0,0.0,5.1,4.4,0,0.0,1.0,0.5,0.3,2.5,6.2,$33.66,4.0,23.16
NYC-2023-402255,8474-B71,Driver 1274,6.3,VTS,SUV,2023-06-24 10:54:00,2023-06-24 11:20:00,26m,40.74673,-74.001598,40.799832,-73.936075,6.77,Manhattan,Manhattan,1.0,,CSH,N,Clear,67.0,0.0,24.1,6.1,0,0.0,0.0,0.5,0.3,2.5,0.0,$38.06,4.0,34.76
NYC-2023-401781,6658-D85,Driver 837,1.3,VTS,Sedan,2023-10-21 16:32:00,2023-10-21 16:58:00,26m,40.741143,-73.986617,40.821714,-73.915268,10.37,Manhattan,Bronx,1.0,,No Charge,N,RAIN,57.0,0.55,13.4,4.8,0,0.0,0.0,0.5,0.3,2.5,0.0,$48.28,5.0,44.98
NYC-2023-404903,1588-H78,Driver 776,4.9,CMT,Sedan,2023-07-07 20:39:00,2023-07-07 21:07:00,28m,40.77641,-73.945594,40.686329,-73.992261,8.61,Manhattan,Brooklyn,1.0,1,Credit Card,N,Clear,70.0,0.0,6.1,4.9,0,0.0,1.0,0.5,0.3,2.5,12.08,$58.33,5.0,41.95
NYC-2023-403315,6180-E79,Driver 1291,10.3,VTS,Hybrid,2023-01-31 07:30:00,2023-01-31 08:23:00,53m,40.706368,-74.003395,40.636792,-73.773579,16.16,Manhattan,Queens,2.0,,CRD,N,Rain,4.0,0.78,9.9,9.8,0,3.82,2.5,0.5,0.3,,18.31,$98.87,5.0,73.44
NYC-2023-404216,4971-B71,Driver 868,2.6,Verifone,SUV,2023-05-06 07:46:00,2023-05-06 08:29:00,43m,40.709493,-74.027466,40.779023,-73.834202,16.17,Manhattan,Queens,3.0,,Credit Card,N,Clear,59.0,0.0,8.1,3.0,0,0.0,0.0,0.5,0.3,2.5,16.56,$81.25,4.0,61.39
NYC-2023-404045,3445-A86,Driver 528,5.9,VTS,Sedan,2023-10-14 23:58:00,2023-10-15 00:20:00,22m,40.701588,-74.01963,40.768889,-73.980828,6.41,Manhattan,Manhattan,1.0,,Cash,N,Clear,39.0,0.0,9.5,5.6,0,0.0,1.0,0.5,0.3,2.5,0.0,$35.95,5.0,31.65
NYC-2023-404262,9540-B77,Driver 148,13.9,VTS,Sedan,04/09/2023 01:43,2023-09-04 02:58:00,1h 15m,40.582829,-74.155084,40.619192,-73.778438,41.15,Staten Island,Queens,1.0,,Credit Card,N,Fog,68.0,0.09,9.1,5.0,1,9.43,1.0,0.5,0.3,2.5,41.11,$227.03,5.0,172.19
NYC-2023-403173,5954-G71,Driver 110,16.3,VTS,Sedan,2023-01-28 13:34:00,2023-01-28 13:44:00,10m,40.751637,-73.987397,0.0,0.0,2.73,Manhattan,Manhattan,1.0,,Credit Card,N,RAIN,32.0,0.09,2.1,5.9,0,0.0,0.0,0.5,0.3,,2.99,$17.69,4.0,13.9
NYC-2023-402188,5492-B73,Driver 1549,2.3,cmt,Sedan,2023-06-11 04:37:00,2023-06-11 04:45:00,8m,-73.95316,40.712182,40.717522,-73.995665,4.83,Brooklyn,Manhattan,2.0,1,Credit Card,N,Rain,81.0,0.3,3.2,4.9,0,0.0,1.0,0.5,0.3,2.5,3.57,$22.70,5.0,14.83
NYC-2023-404993,2919-E87,Driver 255,5.1,Verifone,Sedan,2023-04-25 03:24:00,2023-04-25 03:42:00,18m,40.76921,-73.879644,40.708679,-74.004431,15.5,Queens,Manhattan,2.0,,Cash,N,Clear,78.0,0.0,20.5,1.0,0,0.0,1.0,0.5,0.3,2.5,0.0,$40.04,4.0,35.74
NYC-2023-402551,1275-B39,Driver 1615,7.1,CMT,Sedan,2023-07-15 02:12:00,2023-07-15 02:53:00,41m,40.746007,-73.980512,40.662027,-73.780031,17.04,Manhattan,Queens,1.0,JFK Flat Fare,CRD,N,Clear,97.0,0.0,13.1,3.2,0,0.0,1.0,0.5,0.3,2.5,15.68,$85.42,4.0,65.44
NYC-2023-400675,4833-D17,Driver 765,8.0,VTS,Sedan,2023-01-07 12:39:00,2023-01-07 12:59:00,20m,40.766681,-73.940685,40.724304,-74.008049,6.66,Queens,Manhattan,,1,Cash,N,Snow,24.0,0.22,4.8,6.8,0,0.0,0.0,0.5,0.3,,0.0,$34.98,5.0,34.18
NYC-2023-404757,1448-E20,Driver 1388,0.3,CMT,Sedan,26/08/2023 00:13,2023-08-26 00:53:00,40m,40.68447,-74.184863,40.747078,-73.979023,25.86,New Jersey,Manhattan,5.0,,CRD,N,Clear,82.0,0.0,5.2,4.3,0,14.32,1.0,0.5,0.3,2.5,22.24,$115.87,4.0,75.01
NYC-2023-404502,1086-G28,Driver 1736,1.7,CMT,Minivan,2023-06-25 23:15:00,2023-06-25 23:44:00,29m,40.686231,-73.999039,40.802747,-73.956807,10.44,Brooklyn,Manhattan,2.0,,Cash,N,Fog,83.0,0.11,8.6,3.6,0,0.0,1.0,0.5,0.3,2.5,0.0,$52.98,5.0,48.68
NYC-2023-403790,8432-D69,Driver 597,4.8,CMT,Sedan,24/08/2023 07:30,2023-08-24 08:26:00,56m,40.757196,-73.989946,40.655112,-73.797092,26.57,Manhattan,Queens,1.0,,Credit Card,N,Clear,75.0,0.0,6.6,7.6,0,0.0,2.5,0.5,0.3,2.5,12.77,$102.07,4.0,83.5
NYC-2023-402870,1125-H39,Driver 1333,8.9,CMT,Sedan,2023-12-18 02:12:00,2023-12-18 02:28:00,16m,40.759413,-73.991687,40.696344,-73.991299,5.52,Manhattan,Brooklyn,6.0,Standard Rate,Credit Card,N,Clear,22.0,0.0,1.0,3.3,0,0.0,1.0,0.5,0.3,2.5,6.67,$34.98,3.0,24.01
NYC-2023-401534,5443-E75,Driver 425,4.5,CMT,Sedan,2023-12-01 10:03:00,2023-12-01 10:10:00,7m,40.756149,-73.97778,40.773617,-73.960968,3.03,Manhattan,Manhattan,9.0,1,Cash,N,Clear,30.0,0.0,5.6,6.4,0,0.0,0.0,0.5,0.3,2.5,0.0,$13.96,5.0,10.66
NYC-2023-404792,3179-H48,Driver 1105,6.5,VTS,Sedan,2023-11-01 16:16:00,2023-11-01 16:47:00,31m,40.773225,-73.954607,40.760002,-73.835945,13.47,Manhattan,Queens,1.0,1,Credit Card,,Clear,60.0,0.0,9.4,7.6,0,0.0,2.5,0.5,0.3,2.5,7.14,$50.15,4.0,37.21
NYC-2023-403208,2660-D31,Driver 230,12.1,VTS,SUV,2023-06-02 17:36:00,2023-06-02 17:49:00,13m,40.80782,-73.952025,40.776103,-73.952448,4.99,Manhattan,Manhattan,2.0,1,Credit Card,N,clear,74.0,0.0,15.9,9.0,0,0.0,2.5,0.5,0.3,2.5,3.11,$25.19,5.0,16.28
NYC-2023-401714,2545-A21,Driver 1000,11.3,VTS,Sedan,2023-03-12 05:46:00,2023-03-12 06:41:00,55m,40.75266,-73.979089,40.638763,-73.780374,19.0,Manhattan,Queens,1.0,JFK Flat Fare,Credit Card,N,Clear,60.0,0.0,5.2,4.1,0,0.0,1.0,0.5,0.3,,24.24,$107.22,5.0,81.18
NYC-2023-402404,3680-H86,Driver 6,20.8,VTS,Sedan,2023-05-15 13:10:00,2023-05-15 13:52:00,42m,40.769515,-73.983157,40.692481,-74.179181,14.04,Manhattan,New Jersey,1.0,3,Credit Card,N,Rain,44.0,0.12,7.1,6.0,0,16.34,0.0,0.5,0.3,2.5,9.74,$121.33,4.0,91.95
NYC-2023-401666,2231-F74,Driver 1014,3.5,CMT,Hybrid,2023-12-30 16:13:00,2023-12-30 16:43:00,30m,40.712791,-73.959964,40.772479,-73.847935,17.69,Brooklyn,Queens,1.0,,Credit Card,N,Snow,32.0,0.13,4.7,5.2,0,0.0,0.0,0.5,0.3,2.5,11.2,$58.84,4.0,44.34
NYC-2023-403385,3826-E70,Driver 97,6.8,CMT,SUV,2023-08-05 08:59:00,2023-08-05 09:38:00,39m,40.685469,-73.982367,40.766341,-73.81739,25.33,Brooklyn,Queens,,,Credit Card,N,Rain,87.0,0.37,6.6,4.5,0,0.0,0.0,0.5,0.3,2.5,19.61,$86.35,4.0,63.44
NYC-2023-403100,7683-D48,Driver 1152,10.7,CMT,Sedan,2023-09-30 03:18:00,2023-09-30 03:29:00,11m,40.717337,-73.943405,40.694002,-74.001683,4.48,Brooklyn,Brooklyn,1.0,1,Credit Card,N,RAIN,64.0,0.07,7.2,1.9,0,0.0,1.0,0.5,0.3,2.5,5.37,$31.58,4.0,21.91
NYC-2023-402647,6148-A88,Driver 1069,5.5,VTS,Sedan,2023-05-09 18:14:00,2023-05-09 20:23:00,2h 9m,40.760458,-73.984729,40.635855,-73.779434,32.62,Manhattan,Queens,2.0,,Credit Card,N,Rain,40.0,0.38,6.4,10.0,0,6.57,2.5,0.5,0.3,2.5,11.76,$94.77,5.0,70.64
NYC-2023-404096,5070-D56,Driver 1622,9.6,vts ,Sedan,12/01/2023 20:07,2023-01-12 20:47:00,40m,40.75951,-73.929217,40.637221,-73.796727,21.1,Queens,Queens,4.0,,CSH,N,Fog,37.0,0.17,5.3,3.9,0,0.0,1.0,0.5,0.3,,0.0,$60.56,4.0,58.76
NYC-2023-402100,4263-F53,Driver 1408,6.8,CMT,Hybrid,2023-10-07 07:15:00,2023-10-07 07:36:00,21m,40.742675,-73.99287,40.765788,-73.937467,7.77,Manhattan,Manhattan,1.0,,CRD,N,,92.0,0.0,6.9,6.0,0,0.0,0.0,0.5,0.3,2.5,8.38,$38.93,4.0,27.25
NYC-2023-401868,3164-G31,Driver 1004,6.0,VTS,Minivan,29/04/2023 19:53,2023-04-29 20:14:00,21m,40.765296,-73.919026,40.74903,-74.002524,6.11,Queens,Manhattan,1.0,,CSH,N,Clear,71.0,0.0,11.1,5.5,0,0.0,0.0,0.5,0.3,2.5,0.0,$30.90,5.0,27.6
NYC-2023-402827,8178-D48,Driver 1468,5.5,CMT,Sedan,07/09/2023 03:51,2023-09-07 04:08:00,17m,40.736516,-73.986964,40.801148,-73.969924,6.07,Manhattan,Manhattan,1.0,Standard Rate,CRD,Y,Rain,60.0,0.71,11.0,5.6,0,0.0,1.0,0.5,0.3,2.5,0.0,$31.20,5.0,26.9
NYC-2023-403607,3613-D69,Driver 787,5.1,CMT,Sedan,2023-12-04 20:23:00,2023-12-04 21:15:00,52m,40.639746,-73.781941,40.696572,-73.995158,27.34,Queens,Brooklyn,1.0,,Cash,N,Clear,41.0,0.0,1.6,6.1,0,5.21,1.0,0.5,0.3,2.5,0.0,$68.58,5.0,59.07
NYC-2023-400392,6297-F33,Driver 1726,6.6,VTS,SUV,2023-07-09 21:07:00,2023-07-09 21:43:00,36m,40.699911,-74.177551,40.759921,-73.971865,13.74,New Jersey,Manhattan,1.0,,CRD,N,Clear,84.0,0.0,2.3,4.3,0,17.74,1.0,0.5,0.3,2.5,19.59,$119.47,3.0,77.84
NYC-2023-402069,5635-H86,Driver 1729,8.3,CMT,Sedan,2023-12-11 08:43:00,2023-12-11 09:37:00,54m,40.831561,-73.924681,40.68156,-73.987869,26.06,Bronx,Brooklyn,1.0,1,CRD,N,clear,42.0,0.0,8.7,6.4,0,0.0,2.5,0.5,0.3,2.5,10.99,$98.50,4.0,81.71
NYC-2023-401027,7948-F39,Driver 1193,11.5,CMT,Sedan,2023-01-23 10:07:00,2023-01-23 10:52:00,45m,40.644799,-73.773048,40.750244,-73.98512,15.94,Queens,Manhattan,3.0,,Credit Card,N,Rain,41.0,0.3,11.6,5.2,0,3.79,0.0,0.5,0.3,,19.97,$93.49,5.0,68.93
NYC-2023-402422,4345-D97,Driver 970,1.3,CMT,SUV,2023-07-09 08:21:00,2023-07-09 09:00:00,39m,40.685229,-73.990369,40.679075,-74.180986,22.4,Brooklyn,New Jersey,1.0,3,Credit Card,N,Clear,75.0,0.0,10.4,4.7,0,17.09,0.0,0.5,0.3,2.5,15.03,$116.59,4.0,81.17
NYC-2023-400282,3110-D89,Driver 844,4.4,Verifone,Minivan,2023-03-27 05:06:00,2023-03-27 05:56:00,50m,40.768062,-73.980277,40.644624,-73.779254,31.11,Manhattan,Queens,1.0,,CRD,N,Clear,67.0,0.0,5.9,4.2,0,0.0,1.0,0.5,0.3,,14.1,$80.49,5.0,64.59
NYC-2023-403192,4752-F48,Driver 1486,7.9,Verifone,SUV,2023-03-10 22:27:00,2023-03-10 22:40:00,13m,40.787599,-73.963186,40.776012,-73.883441,5.48,Manhattan,Queens,2.0,1,Credit Card,N,Clear,73.0,0.0,2.8,4.3,0,0.0,1.0,0.5,0.3,,5.57,$29.77,5.0,22.4
NYC-2023-400729,9603-A54,Driver 611,6.6,vts ,SUV,13/11/2023 04:59,2023-11-13 05:06:00,7m,40.756387,-73.983867,40.780197,-73.960118,2.6,Manhattan,Manhattan,1.0,1,Credit Card,N,Clear,85.0,0.0,19.6,2.5,0,0.0,1.0,0.5,0.3,2.5,3.21,$22.05,5.0,14.54
